site_name,station,latitude,longitude,elevation,hx_azimuth,hy_azimuth,hz_azimuth,hx_sensor,hy_sensor,hz_sensor,ex_length,ey_length,ex_azimuth,ey_azimuth,ex_num,ey_num,hx_num,hy_num,hz_num,n_chan,sampling_rate,instrument_id,collected_by,notes,mtft_file,start_date,stop_date,type,quality,
mshE014,mshE014,46.86472,-121.66,1808.68,15.5,105.5,90,2384,2394,2444,95,82,55.5,145.5,4,5,1,2,3,5,256,ZEN21,OSU,"E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off; hy_std is large;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - alpine meadow, high, steep cliffs all around. if GPS fails, location is 46.8650 METADATA , -121.6603. Rotations Ex 40 Ey 130; ex_start is off; ex_nsamples is off;E014 - high alpine meadow, many marmots. 2nd try... 1st try had wrong schedule METADATA , but data still good. now using standard schedule. Rotations; hx_std is large; hy_std is large;E014 - high alpine meadow, many marmots. 2nd try... 1st try had wrong schedule METADATA , but data still good. now using standard schedule. Rotations; hx_start is off; hz_start is off; hx_nsamples is off; hz_nsamples is off;E014 - high alpine meadow, many marmots. 2nd try... 1st try had wrong schedule METADATA , but data still good. now using standard schedule. Rotations; hz_start is off; ex_nsamples is off;E014 - high alpine meadow, many marmots. 2nd try... 1st try had wrong schedule METADATA , but data still good. now using standard schedule. Rotations;E014 - high alpine meadow, many marmots. 2nd try... 1st try had wrong schedule METADATA , but data still good. now using standard schedule. Rotations; ey_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large;E014 - high alpine meadow, many marmots. 2nd try... 1st try had wrong schedule METADATA , but data still good. now using standard schedule. Rotations; ey_start is off; hy_start is off; hz_start is off; ex_nsamples is off;",TRUE,2015-08-29T23:59:52 UTC,2015-09-09T14:19:39 UTC,wb,5,ok
mshF010,mshF010,46.80861,-122.26222,424.31,15.5,105.5,90,2534,2524,2544,70,93,15.5,105.5,4,5,1,2,3,5,4096,ZEN18,OSU,"F010 - major infrastructure closeby. train tracks 250 m E, powerlines and big road 200 m E METADATA , all running NS.; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;F010 - major infrastructure closeby. train tracks 250 m E, powerlines and big road 200 m E METADATA , all running NS.; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;F010 - major infrastructure closeby. train tracks 250 m E, powerlines and big road 200 m E METADATA , all running NS.; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;F010 - major infrastructure closeby. train tracks 250 m E, powerlines and big road 200 m E METADATA , all running NS.; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;F010 - major infrastructure closeby. train tracks 250 m E, powerlines and big road 200 m E METADATA , all running NS.; ey_start is off; ey_nsamples is off; ey_std is large;F010 - major infrastructure closeby. train tracks 250 m E, powerlines and big road 200 m E METADATA , all running NS.; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;F010 - major infrastructure closeby. train tracks 250 m E, powerlines and big road 200 m E METADATA , all running NS.; hx_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2015-07-18T01:59:46 UTC,2015-07-20T11:31:57 UTC,wb,5,Zen 18 - channel flip
mshF011,mshF011,46.81639,-122.15389,707.19,15.5,105.5,90,2254,2264,2284,100,100,15.5,105.5,4,5,1,2,3,5,1024,ZEN24,USGS,ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hy_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ey_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; hx_std is large;,TRUE,2014-07-31T00:20:02 UTC,2014-08-01T16:40:26 UTC,wb,5,I have this site listed as Zen26
mshF013,mshF013,46.77639,-121.95694,1117.39,15.5,105.5,90,2844,2264,2294,110,99,15.5,105.5,4,5,1,2,3,5,1024,ZEN25,USGS,"hx_std is large; ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; hx_std is large; hy_std is large; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; ex_nsamples is off; ex_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_nsamples is off; hx_std is large; ex_nsamples is off; ex_std is large; hx_std is large; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; hz_std is large;F013-5; Rocky area, reough diggin. Rotated Ex -25 and Ey - 115;F013-5; Rocky area, reough diggin. Rotated Ex -25 and Ey - 115; ex_start is off; ex_nsamples is off;F013-5; Rocky area, reough diggin. Rotated Ex -25 and Ey - 115; hx_start is off; hx_nsamples is off; hy_std is large;F013-5; Rocky area, reough diggin. Rotated Ex -25 and Ey - 115;F013-5; Rocky area, reough diggin. Rotated Ex -25 and Ey - 115; ex_nsamples is off;F013-5; Rocky area, reough diggin. Rotated Ex -25 and Ey - 115; ex_start is off; ex_nsamples is off;",TRUE,2014-08-04T22:00:02 UTC,2015-09-23T14:19:38 UTC,wb,5,"I have this site listed as Zen24, end date suggests a 2nd deployment?"
mshF014,mshF014,46.77139,-121.77528,1271.43,15.5,105.5,90,2374,2384,2514,100,100,350.5,295.5,4,5,1,2,3,5,4096,ZEN23,OSU,"F014-5; Rotated Ex - 17, Ey - 107;F014-5; Rotated Ex - 17, Ey - 107; hx_start is off; hz_start is off; hx_nsamples is off; hz_nsamples is off;F014-5; Rotated Ex - 17, Ey - 107;F014-5; Rotated Ex - 17, Ey - 107;F014-5; Rotated Ex - 17, Ey - 107; hy_start is off; ex_nsamples is off;F014-5; Rotated Ex - 17, Ey - 107; ex_start is off; ex_nsamples is off;",TRUE,2015-09-22T01:59:46 UTC,2015-09-23T14:19:38 UTC,wb,5,screwed up combination of F014 and F014-5
mshF015,mshF015,46.785,-121.5525,729.3,15.5,105.5,90,2474,2464,2524,85,44,15.5,105.5,4,5,1,2,3,5,4096,ZEN23,OSU,F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.;F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.; ey_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off;F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.; ey_start is off; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off;F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.;F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.; ey_start is off; hz_start is off; ey_nsamples is off; hz_nsamples is off;F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.; ey_start is off; ey_nsamples is off;F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.;F015 - Dense forest. rotations Ex 0 Ey 90. Road 120 m west.; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;,TRUE,2015-08-05T01:59:46 UTC,2015-08-07T13:59:38 UTC,wb,5,XY flip dealt with
mshG010,mshG010,46.72472,-122.41972,1000.98,15.5,105.5,90,2404,2424,2414,50,50,32.5,122.5,4,5,1,2,3,5,4096,ZEN23,OSU,G010 - Clearcut near hilltop gently sloping to SE. Rotations Ex 17 Ey 107.;G010 - Clearcut near hilltop gently sloping to SE. Rotations Ex 17 Ey 107.; ey_start is off; hx_start is off; hz_start is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ey_std is large;G010 - Clearcut near hilltop gently sloping to SE. Rotations Ex 17 Ey 107.;G010 - Clearcut near hilltop gently sloping to SE. Rotations Ex 17 Ey 107.;G010 - Clearcut near hilltop gently sloping to SE. Rotations Ex 17 Ey 107.; hy_start is off; hy_nsamples is off;G010 - Clearcut near hilltop gently sloping to SE. Rotations Ex 17 Ey 107.;,TRUE,2015-09-04T01:59:46 UTC,2015-09-05T14:19:38 UTC,wb,5,ok
mshG011,mshG011,46.71889,-122.31167,533.81,15.5,105.5,90,2544,2534,2484,92,50,2.5,92.5,4,5,1,2,3,5,4096,ZEN18,OSU,G011 - old growth forest. Rotation Ex 347 Ey 77; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; hz_std is large;G011 - old growth forest. Rotation Ex 347 Ey 77; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;G011 - old growth forest. Rotation Ex 347 Ey 77;G011 - old growth forest. Rotation Ex 347 Ey 77; ey_start is off; hy_start is off; ex_nsamples is off;G011 - old growth forest. Rotation Ex 347 Ey 77; ex_start is off; ex_nsamples is off;,TRUE,2015-10-06T02:19:46 UTC,2015-10-07T14:19:38 UTC,wb,5,"no notes, Zen 18 - channel flipped"
mshG012,mshG012,46.72861,-122.22556,395.04,15.5,105.5,90,2524,2534,2544,60,60,343.5,73.5,4,5,1,2,3,5,4096,ZEN23,OSU,"G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; hx_std is large; hy_std is large; hz_std is large;G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; hy_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; hz_std is large;G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; hx_std is large; hy_std is large; hz_std is large;G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; hx_std is large; hy_std is large; hz_std is large;G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; hz_std is large;G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; ey_start is off; hz_start is off; ey_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; hz_std is large;G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; hx_std is large; hy_std is large; hz_std is large;G012 - Young spruce forest with clayey ground. Good contact resistance for the first time all year. Rotations: Ex 328, Ey 58; hy_start is off; hz_start is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; hz_std is large;",TRUE,2015-07-10T01:59:46 UTC,2015-07-12T03:04:15 UTC,wb,5,ok
mshG013,mshG013,46.7175,-122.12306,534.49,15.5,105.5,90,2284,2324,2314,90,90,15.5,105.5,4,5,1,2,3,5,1024,ZEN26,USGS,ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_nsamples is off; ey_nsamples is off; hz_nsamples is off; ey_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ey_std is large; hx_std is large; hy_std is large;,TRUE,2014-08-01T22:00:02 UTC,2014-08-03T15:11:58 UTC,wb,5,
mshG014,mshG014,46.72417,-122.0275,544.57,15.5,105.5,90,2844,2284,2324,95.8,116.6,15.5,105.5,4,5,1,2,3,5,1024,ZEN22,USGS,ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large;,TRUE,2014-08-02T01:00:02 UTC,2014-08-05T00:19:48 UTC,wb,5,
mshG015,mshG015,46.72278,-121.90389,682.86,15.5,105.5,90,2274,2264,2854,106,98,15.5,105.5,4,5,1,2,3,5,1024,ZEN25,USGS,ex_nsamples is off; ex_std is large; hx_std is large; hy_std is large; ex_nsamples is off; ex_nsamples is off; hz_nsamples is off; ex_std is large; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_std is large; hx_std is large; hy_std is large; ex_nsamples is off; hx_std is large; hy_std is large; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; ex_std is large; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hy_std is large; ey_nsamples is off; hz_nsamples is off; ex_std is large; hy_std is large; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_nsamples is off; ex_std is large; ex_nsamples is off; hy_std is large; ex_nsamples is off; hy_std is large; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large;,FALSE,2014-08-05T01:00:02 UTC,2014-08-08T16:05:17 UTC,wb,5,I don't have this site in my list
mshG016,mshG016,46.72222,-121.81889,918.38,15.5,105.5,90,2434,2444,2394,111,100,25.5,115.5,4,5,1,2,3,5,1024,ZEN26,USGS,"ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hz_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; hx_std is large;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a; hz_start is off; hz_nsamples is off;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a; hx_start is off; hx_nsamples is off;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a;G016 - Rotated 10 degrees north, T-dipole, established forest METADATA , south and west electrodes are downslope, high resistances which may require a; ey_start is off; ey_nsamples is off; hz_nsamples is off;",TRUE,2015-07-22T01:59:46 UTC,2015-07-24T10:56:19 UTC,wb,5,I think the EDI file ultimately came from the OSU 2015 data.
mshG016-5,mshG016-5,46.704628,-121.812556,777.4,15.5,105.5,90,2294,2264,2844,110,100,15.5,105.5,4,5,1,2,3,5,1024,ZEN26,USGS, ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hz_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; hx_std is large;,TRUE,2014-08-07T02:00:02 UTC,2014-08-08T15:14:07 UTC,wb,5,no notes
mshG017,mshG017,46.71389,-121.73333,1241.36,15.5,105.5,90,2344,2284,2254,89,100,15.5,105.5,4,5,1,2,6,5,1024,ZEN22,USGS,ex_nsamples is off; ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; hy_nsamples is off; hz_nsamples is off; hy_nsamples is off; hy_std is large;,TRUE,2014-08-16T01:00:02 UTC,2014-08-17T18:58:26 UTC,wb,5,
mshG018,mshG018,46.70472,-121.59889,1003.7,15.5,105.5,90,2464,2474,2524,90,80,15.5,105.5,4,5,1,2,3,5,4096,ZEN21,OSU,G018 - Old growth forest. Very high CR. Road with buried power line 400 m N. Rotations Ex 0 Ey 90.; ex_std is large; hy_std is large; hz_std is large;G018 - Old growth forest. Very high CR. Road with buried power line 400 m N. Rotations Ex 0 Ey 90.; ey_start is off; hx_start is off; hz_start is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; hy_std is large; hz_std is large;G018 - Old growth forest. Very high CR. Road with buried power line 400 m N. Rotations Ex 0 Ey 90.; ex_nsamples is off; ex_std is large; hy_std is large; hz_std is large;G018 - Old growth forest. Very high CR. Road with buried power line 400 m N. Rotations Ex 0 Ey 90.; ex_std is large; hy_std is large; hz_std is large;G018 - Old growth forest. Very high CR. Road with buried power line 400 m N. Rotations Ex 0 Ey 90.; ey_start is off; hz_start is off; ey_nsamples is off; hz_nsamples is off; ex_std is large; hy_std is large;G018 - Old growth forest. Very high CR. Road with buried power line 400 m N. Rotations Ex 0 Ey 90.; hz_start is off; ex_nsamples is off; ex_std is large; hy_std is large;,TRUE,2015-09-22T01:59:46 UTC,2015-09-23T14:19:39 UTC,wb,5,ok
mshG019,mshG019,46.71056,-121.51889,902.9,15.5,105.5,90,2544,2484,2534,59,61,348.5,78.5,4,5,1,2,3,5,4096,ZEN18,OSU,G019 - swampy clearing near ridge in dense old forest. zrotations Ex 333 Ey 63.;G019 - swampy clearing near ridge in dense old forest. zrotations Ex 333 Ey 63.; hx_start is off; hx_nsamples is off; ey_std is large;G019 - swampy clearing near ridge in dense old forest. zrotations Ex 333 Ey 63.;G019 - swampy clearing near ridge in dense old forest. zrotations Ex 333 Ey 63.;G019 - swampy clearing near ridge in dense old forest. zrotations Ex 333 Ey 63.;,TRUE,2015-10-04T01:59:46 UTC,2015-10-05T08:30:05 UTC,wb,5,"no notes, Zen 18 - channel flipped"
mshG020,mshG020,46.71667,-121.41528,1440.02,15.5,105.5,90,2254,2334,2264,91,89,15.5,105.5,4,5,1,2,3,5,256,ZEN25,USGS,ex_nsamples is off; ex_std is large; ey_std is large; ex_nsamples is off; ex_std is large; ey_std is large; ex_nsamples is off; hz_nsamples is off; ex_std is large; ey_std is large; hx_std is large; ex_nsamples is off; ex_std is large;,TRUE,2015-08-31T22:00:02 UTC,2015-09-02T19:27:24 UTC,wb,5,ok
mshH010,mshH010,46.66083,-122.46556,1009.71,15.5,105.5,90,2884,2324,2264,87,40.5,15.5,105.5,4,5,1,2,3,5,1024,ZEN26,USGS,hx_nsamples is off; ex_nsamples is off; hx_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hy_nsamples is off; ex_nsamples is off; ey_nsamples is off; hy_nsamples is off; ex_nsamples is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; hz_std is large;,TRUE,2014-08-03T21:00:02 UTC,2014-08-05T16:35:47 UTC,wb,5,
mshH011,mshH011,46.65722,-122.35306,1014.47,15.5,105.5,90,2394,2444,2384,58,52,355.5,85.5,4,5,1,2,3,5,4096,ZEN21,OSU,H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.; hx_start is off; hx_nsamples is off;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.; hx_start is off; ex_nsamples is off;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.; hx_start is off; hy_start is off; hz_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.; ex_nsamples is off;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.; ey_start is off; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.; ex_nsamples is off;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.;H011 - young forest sloping steeply to SE. Rotations Ex 340 Ey 70.; ex_start is off; ex_nsamples is off;,TRUE,2015-10-01T01:59:46 UTC,2015-10-04T05:17:22 UTC,wb,5,ok but no notes
mshH012,mshH012,46.63,-122.26667,690.49,15.5,105.5,90,2394,2434,2444,125,83,336.5,66.5,4,5,1,2,3,5,4096,ZEN17,OSU,H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51; ey_std is large; hx_std is large; hy_std is large; hz_std is large;H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51;H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51;H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51;H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51; hx_start is off; hy_start is off; hx_nsamples is off; hy_nsamples is off;H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51;H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51;H012 - Clearcut sloping east. Rotations: Ex 321 Ey 51; ey_start is off; hy_start is off; ey_nsamples is off; hy_nsamples is off; hx_std is large; hy_std is large; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; hy_start is off; hz_start is off; hy_nsamples is off; hz_nsamples is off; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; ey_start is off; hx_start is off; hz_start is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; hz_std is large;H012 - 2nd try. First run was slightly noisy and needs more time. Process both runs together. Rotations Ex 321 Ey 51.; hz_std is large;,TRUE,2015-07-15T01:59:46 UTC,2015-07-20T14:19:38 UTC,wb,5,ok
